Parameter,Throughput_Value,Tool,Parameter2,Area_Value,Parameter3,FF_Value,Flow
Throughput,6329.113924050634,catapult,Area,18527.432,FF,1903,catapult_asic_area
Throughput,6060.606060606061,catapult,Area,17949.680,FF,1917,catapult_asic_area
Throughput,8264.462809917355,catapult,Area,20888.715,FF,2072,catapult_asic_area
Throughput,7692.307692307693,catapult,Area,10968.776,FF,994,catapult_asic_area
Throughput,7142.857142857143,catapult,Area,14605.262,FF,1471,catapult_asic_area
Throughput,7462.686567164179,catapult,Area,14755.818,FF,1515,catapult_asic_area
Throughput,7142.857142857143,catapult,Area,17437.631,FF,1917,catapult_asic_area
Throughput,10989.010989010989,catapult,Area,18992.400,FF,1913,catapult_asic_area
Throughput,29411.764705882353,catapult,Area,9198.546,FF,869,catapult_asic_area
Throughput,23809.52380952381,catapult,Area,13036.660,FF,1358,catapult_asic_area
Throughput,24390.243902439022,catapult,Area,13523.972,FF,1403,catapult_asic_area
Throughput,14925.373134328358,catapult,Area,15111.992,FF,1548,catapult_asic_area
Throughput,25641.02564102564,catapult,Area,12152.476,FF,1255,catapult_asic_area
Throughput,23809.52380952381,catapult,Area,8899.828,FF,850,catapult_asic_area
Throughput,19230.76923076923,catapult,Area,11927.972,FF,1354,catapult_asic_area
Throughput,19230.76923076923,catapult,Area,13300.266,FF,1394,catapult_asic_area
Throughput,22727.272727272728,catapult,Area,14882.434,FF,1544,catapult_asic_area
Throughput,24999.999999999996,catapult,Area,11477.900,FF,1251,catapult_asic_area
Throughput,23255.81395348837,catapult,Area,9049.320,FF,869,catapult_asic_area
Throughput,12820.51282051282,catapult,Area,13475.560,FF,1295,catapult_asic_area
Throughput,18518.51851851852,catapult,Area,13716.822,FF,1406,catapult_asic_area
Throughput,13698.630136986301,catapult,Area,15442.364,FF,1549,catapult_asic_area
Throughput,25641.02564102564,catapult,Area,13876.156,FF,1479,catapult_asic_area
Throughput,29411.764705882353,catapult,Area,9056.502,FF,842,catapult_asic_area
Throughput,19230.76923076923,catapult,Area,11868.654,FF,1350,catapult_asic_area
Throughput,24390.243902439022,catapult,Area,12630.744,FF,1397,catapult_asic_area
Throughput,20408.163265306124,catapult,Area,15108.800,FF,1544,catapult_asic_area
Throughput,32258.06451612903,catapult,Area,12046.874,FF,1249,catapult_asic_area
Throughput,10101.010101010103,catapult,Area,10092.838,FF,971,catapult_asic_area
Throughput,8064.516129032258,catapult,Area,14738.262,FF,1426,catapult_asic_area
Throughput,9803.921568627451,catapult,Area,17134.656,FF,1852,catapult_asic_area
Throughput,9090.90909090909,catapult,Area,17397.465,FF,1869,catapult_asic_area
Throughput,7462.686567164179,catapult,Area,18267.283,FF,1900,catapult_asic_area
Throughput,8474.57627118644,catapult,Area,10341.282,FF,955,catapult_asic_area
Throughput,7812.5,catapult,Area,13389.376,FF,1426,catapult_asic_area
Throughput,9090.90909090909,catapult,Area,17074.273,FF,1849,catapult_asic_area
Throughput,9009.009009009009,catapult,Area,17193.707,FF,1868,catapult_asic_area
Throughput,7407.407407407407,catapult,Area,17663.730,FF,1900,catapult_asic_area
Throughput,8064.516129032258,catapult,Area,10443.426,FF,971,catapult_asic_area
Throughput,6896.551724137931,catapult,Area,15198.176,FF,1362,catapult_asic_area
Throughput,7874.0157480314965,catapult,Area,17374.588,FF,1854,catapult_asic_area
Throughput,7812.5,catapult,Area,17452.525,FF,1869,catapult_asic_area
Throughput,7092.198581560283,catapult,Area,19288.191,FF,1996,catapult_asic_area
Throughput,9259.25925925926,catapult,Area,10201.632,FF,947,catapult_asic_area
Throughput,8264.462809917355,catapult,Area,13796.356,FF,1422,catapult_asic_area
Throughput,9174.311926605504,catapult,Area,14141.092,FF,1468,catapult_asic_area
Throughput,9259.25925925926,catapult,Area,16885.148,FF,1868,catapult_asic_area
Throughput,7874.0157480314965,catapult,Area,17578.078,FF,1900,catapult_asic_area
Throughput,7299.270072992701,catapult,Area,10869.558,FF,942,catapult_asic_area
Throughput,6535.9477124183,catapult,Area,14759.542,FF,1432,catapult_asic_area
Throughput,6211.180124223602,catapult,Area,14975.534,FF,1473,catapult_asic_area
Throughput,6172.839506172839,catapult,Area,16354.744,FF,1620,catapult_asic_area
Throughput,7092.198581560283,catapult,Area,19911.430,FF,1890,catapult_asic_area
Throughput,7633.587786259542,catapult,Area,10395.812,FF,925,catapult_asic_area
Throughput,6369.426751592357,catapult,Area,13919.780,FF,1432,catapult_asic_area
Throughput,6024.096385542169,catapult,Area,14973.672,FF,1470,catapult_asic_area
Throughput,6410.25641025641,catapult,Area,16336.922,FF,1618,catapult_asic_area
Throughput,7246.376811594203,catapult,Area,19387.676,FF,1890,catapult_asic_area
Throughput,5988.023952095808,catapult,Area,10703.042,FF,942,catapult_asic_area
Throughput,5434.782608695652,catapult,Area,15226.638,FF,1368,catapult_asic_area
Throughput,6024.096385542169,catapult,Area,15135.932,FF,1475,catapult_asic_area
Throughput,5714.285714285715,catapult,Area,16426.031,FF,1620,catapult_asic_area
Throughput,6578.9473684210525,catapult,Area,21437.738,FF,2018,catapult_asic_area
Throughput,7812.5,catapult,Area,10464.972,FF,917,catapult_asic_area
Throughput,6369.426751592357,catapult,Area,14036.820,FF,1428,catapult_asic_area
Throughput,6329.113924050634,catapult,Area,14195.090,FF,1473,catapult_asic_area
Throughput,6369.426751592357,catapult,Area,16351.020,FF,1618,catapult_asic_area
Throughput,7142.857142857143,catapult,Area,20100.023,FF,1888,catapult_asic_area
Throughput,4098.360655737705,catapult,Area,14423.584,FF,1144,catapult_asic_area
Throughput,4629.62962962963,catapult,Area,16488.010,FF,1534,catapult_asic_area
Throughput,5076.1421319796955,catapult,Area,19571.748,FF,1958,catapult_asic_area
Throughput,4651.162790697675,catapult,Area,19562.703,FF,1984,catapult_asic_area
Throughput,6410.25641025641,catapult,Area,21195.146,FF,1966,catapult_asic_area
Throughput,5347.593582887701,catapult,Area,14288.988,FF,1128,catapult_asic_area
Throughput,4273.504273504273,catapult,Area,16297.820,FF,1534,catapult_asic_area
Throughput,4524.886877828054,catapult,Area,19712.729,FF,1955,catapult_asic_area
Throughput,5128.205128205128,catapult,Area,19273.562,FF,1983,catapult_asic_area
Throughput,6289.30817610063,catapult,Area,20668.199,FF,1966,catapult_asic_area
Throughput,3875.9689922480625,catapult,Area,13851.950,FF,1144,catapult_asic_area
Throughput,4273.504273504273,catapult,Area,17341.072,FF,1471,catapult_asic_area
Throughput,4291.845493562232,catapult,Area,19611.383,FF,1960,catapult_asic_area
Throughput,4629.62962962963,catapult,Area,19714.855,FF,1984,catapult_asic_area
Throughput,6289.30817610063,catapult,Area,22798.328,FF,2126,catapult_asic_area
Throughput,5347.593582887701,catapult,Area,13855.408,FF,1120,catapult_asic_area
Throughput,5235.602094240838,catapult,Area,15805.454,FF,1530,catapult_asic_area
Throughput,5128.205128205128,catapult,Area,16489.074,FF,1574,catapult_asic_area
Throughput,5434.782608695652,catapult,Area,18960.480,FF,1983,catapult_asic_area
Throughput,6289.30817610063,catapult,Area,21248.611,FF,1966,catapult_asic_area
Throughput,90909.09090909091,catapult,Area,8200.248,FF,813,catapult_asic_area
Throughput,71428.57142857143,catapult,Area,11872.910,FF,1298,catapult_asic_area
Throughput,76923.07692307692,catapult,Area,12558.392,FF,1345,catapult_asic_area
Throughput,76923.07692307692,catapult,Area,14063.686,FF,1492,catapult_asic_area
Throughput,99999.99999999999,catapult,Area,11350.752,FF,1198,catapult_asic_area
Throughput,90909.09090909091,catapult,Area,7871.206,FF,796,catapult_asic_area
Throughput,71428.57142857143,catapult,Area,11120.662,FF,1297,catapult_asic_area
Throughput,71428.57142857143,catapult,Area,12541.368,FF,1341,catapult_asic_area
Throughput,76923.07692307692,catapult,Area,13975.906,FF,1490,catapult_asic_area
Throughput,111111.11111111111,catapult,Area,10749.592,FF,1197,catapult_asic_area
Throughput,90909.09090909091,catapult,Area,8125.502,FF,814,catapult_asic_area
Throughput,83333.33333333333,catapult,Area,12487.370,FF,1235,catapult_asic_area
Throughput,71428.57142857143,catapult,Area,12791.408,FF,1349,catapult_asic_area
Throughput,76923.07692307692,catapult,Area,14183.120,FF,1493,catapult_asic_area
Throughput,99999.99999999999,catapult,Area,13967.394,FF,1422,catapult_asic_area
Throughput,90909.09090909091,catapult,Area,7800.982,FF,788,catapult_asic_area
Throughput,76923.07692307692,catapult,Area,10923.024,FF,1293,catapult_asic_area
Throughput,76923.07692307692,catapult,Area,11573.926,FF,1344,catapult_asic_area
Throughput,76923.07692307692,catapult,Area,13970.320,FF,1490,catapult_asic_area
Throughput,99999.99999999999,catapult,Area,11100.180,FF,1197,catapult_asic_area
Throughput,31250.0,catapult,Area,8751.932,FF,910,catapult_asic_area
Throughput,28571.428571428572,catapult,Area,12913.502,FF,1366,catapult_asic_area
Throughput,30303.0303030303,catapult,Area,15838.970,FF,1793,catapult_asic_area
Throughput,31250.0,catapult,Area,16062.144,FF,1813,catapult_asic_area
Throughput,27027.027027027027,catapult,Area,16664.635,FF,1848,catapult_asic_area
Throughput,26315.78947368421,catapult,Area,8632.232,FF,892,catapult_asic_area
